Sentence,encode_tags
là tôi tôi cũng tát vỡ mồm nó ~ ~,0
per_ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng_ta,5
rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa,2
nghe mát_lòng mát gan thế,2
tao đang xem cái gì vậy,4
sợ đến lúc đó muốn lấy vợ phải sang nước khác nhập_khẩu về quá,3
nhiều khi cũng muốn chọc cho người_yêu giận nhưng mới nhớ ra mình đéo có người_yêu,5
nguy_hiểm_thật,3
ok hay quá dùng điện này thôi,2
ơ tao đang mơ,2
chủ_tịch rả vờ ngu và cái kết đừng bao rờ khinh_thường người khác,1
ăn tết xong cần cây cầu này để giảm cân,2
loại dâm_ô nam sinh này cần phải tử_hình để làm_gương cho người khác,1
<NUM> phần của bài quyền là phải gẫy gậy và té sấp_mặt luôn để đỡ bị đối_phương đâm lòi phèo,5
chắc_chắn người pháp sẽ khôi_phục lại được tin là như_thế,4
á đông có đồng_nghiệp như hiệp suốt ngày rủ đi vệ_sinh cùng ghê_vãi,1
đm nhìn ngầu vãi,2
chuẩn luôn khi ở công tình_yêu toàn là các anh_chị_em đồng_nghiệp tốt he he,2
với tôi là gia_đình và sự hận_thù,4
người_ta gọi là ngu mà cứ đâm_đầu_vào đấy,1
tỉnh_táo đi em,4
bếp dầu thời bao_cấp,4
có cái bệnh này nữa hả trời,6
agribank thu_nhập bằng phong phì thì bố thằng nào biết được mà cập_nhật,1
crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất_động_sản chúng_mày nhé <NUM>,4
nhà tao cũng gần mà tao không bao_giờ dám đi_đêm,3
kiểu gì chả chết đá to như kia thoát sao nổi,5
không muốn huhu,5
ông trời cho mình lũ bạn cờ hó quá ấy mà,2
dự_định tao là <NUM> nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha,2
giỏi thiệt nể giọng ở tao khó vậy mà ông này nói được giỏi,6
chọn cây đẹp đẹp rồi để các bạn trẻ đổ_xô đến vì hiếu_kỳ lại gây tắc đường à đụ mẹ,1
biết là đau_lòng nhưng sao bản_thân vẫn muốn biết nó,5
mang võng ra không lại tủi không_thể ngồi,4
đóng của trường đi bắt bỏ_tù loai người xấu_xa ham lợi_nhuận lừa_đảo phụ_huynh lấy tiền,1
như <NUM> canh_bạc ấy nhỉ,4
chợt nhận ra mình chưa từng thích thầm ai trong lớp,4
cây này quê tao nhiều lắm nhé mùa này đi rừng hay gặp nhiều này,4
đụ mẹ mặc_dù tao rất yêu chó nhưng tao cũng sợ chó nữa,3
không biết khuyên thế_nào nhưng chỉ cần bình_tĩnh <NUM> xíu dù gì thì cũng đừng tự_sát đời người chỉ sống <NUM> lần thôi,5
tao bực mày lắm rồi đấy,0
crush tao mất rồi,5
cái thứ tình_yêu bọ_xít,1
ngày_xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì_chớ suốt ngày ngoạc ra hễ về đến nhà là thấy giọng bọn n đầu_tiên xong cho ăn rõ_ràng là cho n ăn đàng_hoàng mà đến n + <NUM> lần bị n mổ với đuổi bợt mạng chốt là tao ghét cái bọn nì dã_man ám_ảnh cả <NUM> tuổi_thơ cái thứ yêu nghiệt,3
cặp này lầy mà dễ_thương,2
mặc_dù biết ngôn tình tàu khựa toàn xạo chó nhưng cầu_hôn có não thật,1
đừng so nó với chó vì chó nhà tao cũng từng bị nó cắn rồi nó đéo ' sợ bố con thằng nào cả,0
địt_mẹ mấy thằng nhà_quê,1
vãi chả phơi hết tim gan phèo phổi,1
cảnh thì dõ đẹp mà nhìn nước ô_nhiễm quá,1
thích nấu lúc_nào cũng được,4
mấy con đĩ xạo lồn tao thấy mà tao tức á chia bè_phái ra làm rầm_rầm_rộ rộ,0
cái chứng_minh hình kia dễ vãi cứ vẽ hình lên bài xong người chấm điểm người_ta thấy là biết chứ sao,2
đm quả gật đầu quả_quyết vãi,2
ho mà vỡ xương kể_ra trên đời lắm_chuyện lạ vãi,6
bốc toàn trúng may_mắn lần sau,5
nước tớ nhiều thành_phần hãm lồn thế đấy các bạn ạ tớ gặp là tớ còn ghét nữa là các bạn nước_ngoài,1
cẩn_thận móc_túi trộm nhé anh_chị_em,4
đoạn cuối yêu mún chết,2
hahahaha,2
cuộc_đời bà đã nấu hơn <NUM> nồi bánh_chưng rồi nhưng bà chưa bao_giờ thấy ai cắt tóc ngắn đi mà xinh như thế này các cháu ạ,2
mày vã quá rồi đấy sang lên chứ,4
e ấy đang khóc nhưng vì hàm_răng không_thể thụt vào nên mọi người nghĩ là em đang cười,2
ôi cái bếp một thời chinh_chiến,2
vl mồm thì chửi người_ta nhem_nhẻm ra xong cứ bảo người_ta mất vậy chị kia đã chửi được câu đéo nào đâu mà nó cứ bảo mất vậy đâm hỏng xe người_ta xong còn đòi đọ lồn bố mày lậy phải tao là tao sút cho tung con_mẹ mày cái lồn già lên rồi cho mất vậy cả_thể cứ cậy đẻ <NUM> lứa rồi lồn rộng mép dài ra đường bắt_nạt đứa lồn bé hơn,0
trời mẹ phim gì vậy thớt ơi cười ná thở,2
nhưng công_nhận nhìn ngáo cỏ yêu thật,2
ăn mà không biết dọn,1
tao được thấy nói_chuyện mắt của bố tao khi tao bệnh và khi tao lấy chồng,5
mày ăn cứt hay sao ngu thế hả,0
chia buồn với gã lưng gù,5
tao đã từng viết như thế này bây_giờ không muốn ai đọc chỉ có đốt mà lười đốt,5
tác_phẩm nghệ_thuật chất_lượng cao hiếm_hoi của điện_ảnh việt nam nhưng không được công_chúng quê nhà đón_nhận,5
thực_ra em mới đang phải là sự lựa_chọn chứ không phải là người được lựa_chọn đâu,5
trong vòng <NUM> tháng chắc anh chụp hơn trăm tấm huhu sợ quá,3
tui ở tuy hòa phú yên mà chả nhận ra luôn,5
có ai lần đầu bắn kéo ngược ra phía trước đạn bay vào mặt giống tao không đau_điếng,5
cô gái này thật dễ_thương anh cứ nhắm_mắt làm đại một lần thôi mà,2
mới ra mà nắm_bắt nhanh_thế,4
chị thích con_gái mạnh_mẽ cá_tính,2
tô ́ tao nhất là chết luôn đi không chết sau_này lại ngáo kéo_theo người kha ́ c thì khổ,0
cho bỏ cái ngu đậu xe ẩu_tả,1
buôn bỏ nhưng tình_cảm_ko thuoc về mình nua bat đầu kiem tiên,5
thanh diễm giờ tao hiểu tại_sao cứ sáng vô là tao trông tới đi về đầu tuần trông tới cuối tuần và đầu tháng trông tới cuối tháng rồi,2
người gì đâu mà dễ_thương quá chời,2
nhìn mặt nó nhăn_nhó khó_chịu vãi,1
nhưng sạn quá ma mà sao lúc đầu có bóng của cánh_tay vậy,4
đừng tưởng nó nói yêu mày là yêu mày thật,4
vì những thành_phần như bạn mà page cứ phải khoá bình_luận cho trong_sạch đấy thật là giông_bão,1
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý_định tặng,1
tao đi lộn lớp rồi,4
la_liếm cả ở trong này hả,6
chuẩn_bị prayforparis thôi <NUM> tuần kể từ khi phe áo vàng làm_loạn rồi mà vẫn chưa dẹp được,5
ở dơ vãi _,1
sinh_viên năm <NUM> rồi nhưng vẫn chưa định_hướng ra trường làm cái giống gì đây,5
cái máy nghe nhạc nè,4
ra xong bảo anh ý ship em về nhà luôn được không xe em bị hỏng mất tiêu rồi,2
y_tế chăm_sóc sức_khỏe lương nhiều vậy_sao,6
tao đu ́ theo thôi vậy tao biê ́ tao thư ̀ anh no ́ la ̀ shiper,2
các bác bình_luận ở đây cũng có khác gì họ đang ngồi chửi nhà_nước không,1
con nghiệt súc này mỗi lần tao đi đá bóng là <NUM> vợ_chồng nó dí theo cắn bầm hết chân thứ này thù dai kinh_khủng chiều nào nó cũng khởi_động cho tao trước khi đá bóng con_mẹ nó giờ tao lớn rồi tay_nghề nấu_nướng cũng không tệ gặp mà dí theo là xác_định tao quay nó vàng ương luôn,2
nấu kiểu này ngon lắm luôn,2
thích quáa,2
mấy ai chứng_minh được điều đó,4
thằng ben thật tội_nghiệp,5
yêu quá nè nè,2
có ai như tao không chả thích đi đền chùa vì nhiều lí_do,4
tiền_bạc là phù_du nhiêu đó cho luôn,4
mong anh có_thể đạt được ước_mơ của mình cố lên,2
ai muốn đi thái hè này với tôi nào cũng chim ưng phết đấy,2
má nó điên đến mức này rồi à,1
muối nhà mày mua chỗ khác rồi hay s thiếu mặn vậy,1
con_gái con đứa thứ gì vô_duyên không mặc_cả quần_lót,1
bếp dầu chứ có gì mà không biết,4
ui hay vì n đổ ra sàn mà n đổ đầy mồm thì phe,2
ngáo là có thật luôn này,6
tao đã bị nó làm cho lầm tưởng rồi tao thật ngu_ngốc _,5
cái kết xàm lông thiệt,1
bọn nè phạt nặng,0
đẹp_trai thật,2
tao thấy buồn_cười vãi,2
không pha ̉ i ki ̀ thi ̣ ma ̀ gơ ́ mày vãi,1
mấy góc cầu bị bể là thành_quả của mấy đứa mập chân ngắn để lại à,4
lũ bảo_vệ nhìn vô_dụng nhỉ vậy quanh đó có gì xảy ra còn del biết thì làm bảo_vệ làm cái gì,1
trải qua một cuộc bể_dâu rồi bể ong lót dép hóng vậy,2
chắc tao nên làm quả móng chân xoắn_ốc dài nhất thế_giới,4
tui nhớ anh quá à,5
ít bửa đi coi trailer thấy hấp_dẫn quá,2
ai cũng vậy thôi con rắn mình đánh nó thì nó chạy chứ làm quá thì nó cũng quay đầu lại cắn đó là quy_luật cuộc_sống đừng thấy tao im mà làm_tới,1
mang anh này về nhà luôn được không,2
cả tuổi_trẻ bỏ công cày có cơ_ngơi ổn_định r về già con_cháu đuổi ra đường bắt_đầu <NUM> bàn_tay_trắng đời,5
chỉ cần đủ quan_trọng họ sẽ làm tất_cả những gì bạn thấy vui,4
thì nhìn đám học_sinh trong lớp là biết cô dạy kiểu gì rồi đấy,1
hiện_tại mình chưa người_yêu bạn nam nào chưa có người_yêu thì lo cua mình đi nhá đến khi mình có người_yêu rồi thì đừng hối_hận đấy huhu,5
cứ thấy cute cưng cưng sao á có ai thấy giống như tao không,2
tpbank đang ở đâu thế kia sao lương mình thế này,6
má thằng phi đen có gấu ngon phết vậy_mà nó nở lòng bỏ con ta chạy trước tao đéo bít bao công mà lấy bạch_tuyến đẻ ra cái gióng gì nửa,1
tuy anh hay bắt_nạt giấu đồ và ăn bòn đồ ăn của em nhưng nếu thiếu anh thì công_việc sẽ trở_nên căng_thẳng phết đó,5
lúc đầu còn tưởng quảng_cáo rạp chiếu_phim pr về mức_độ đầu_tư của rạp phim ai_ngờ,6
chửi nhau ghét nhau nói_xấu nhau dcm,0
còn quá nhiều mảnh đời bất_hạnh,5
chúng_ta hầu_như_ai cũng dùng đôi mắt bao_dung để nhìn một người xa_lạ mà đối_với người_thân bên cạnh lại chỉ nhìn thấy khuyết_điểm mà thôi,5
bằng tuổi người_ta mình vẫn còn mải nghĩ chiều nay ăn gì,5
cái công_ty thực_phẩm cung_cấp cho các trường mầm_non thật quá độc_ác vì lợi_ích cá_nhân mà ảnh_hưởng khủng_khiếp tới các em quá dã_man các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi gieo nhân nào gặt quả ấy đừng tưởng bây_giờ sống nhé nhỉ thế_là không sao đời còn dài lắm,4
hãy xử tù chung_thân bọn người mất nhân_tính gây ra nghiệp_chướng này,0
anh chân_thành nên anh tổn_thương,5
mấy ai hiểu được ý_nghĩa mà cứ chửi như đúng rồi,0
dàn lông chân,4
vâng ah nên em cũng sợ quá mà,3
mấy thằng ranh_con đéo có não,0
nguy_hiểm_vãi chưởng luôn ý,3
thức_ăn cho chó lúc_nào cũng ngon,2
úi giời khiếp quá,3
tiên_sư cái thằng ghép nhạc cười rớt mồm quả ghép,2
giờ thì hiểu sao giáo_dục liên_tục dính phốt rồi hén,1
bật_lửa thời chưa được thu nhỏ,4
vì người_dưng mãi là người_dưng,4
chỉ vì lợi_nhuận mất hết tính người thương các bé,0
nhớ hội chị_em vinmec quá,5
nhìn con mắt thấy đau_đớn tội em quá,5
nguy_hiểm quá mày ơi,3
chắc là vì em đi lấy chồng,5
chạy ngay đi trước khi bọn chủ_tịch vào đây và giả làm con cặc gì đó rồi bị coi_thường và chúng_mày phải nhận cái kết đấy,3
thằng này con nhà cán_bộ hay sao mà rớ con nhỏ này mà vẫn chưa đi tù,1
nói thì hay lắm cuộc_sống đâu phải được như mong_muốn,1
hẳn là không biết nhắn gì thế thôi dẹp mẹ đi,1
tao cu ̃ người cu ̀ người nghê ̀ theo kinh nghiê ̣ mày thi ̀ thâ ́ y top như ̃ người kha ́ ch ơ ̉ vô y ́ thư ́ c nhâ ́ tao la ̀ trung quô ́ c â ́ n đô ̣ va ̀ đương_nhiên co ́ ca ̉ viê ̣ tao nam _ biê ́ tao co ́ người na ̀ y người kia nhưng khi đi ̉ ti ̀ nh tra ̣ người diê ̃ n ra qua ́ nhiê ̀ u_thi ̀ người_ta se ̃ đa ́ nh gia ́ ca ̉ <NUM> nê ̀ n văn ho ́ anh,1
tập gym đi mày có người_yêu đấy,2
là gì nhỉ,4
giờ bà_già lắm rồi nhổ sợ hết tóc nghĩ tao lại thấy buồn quá,5
chuyện buồn quá chúng_mày à tao không dám đọc sợ làm quyết_tâm có người_yêu của tao lung_lay,3
ngu thì chết,0
không phải bồ tao chớ bồ tao thì sống_chết tao cũng cho mỗi th mỗi nhát,0
chị là người khó hiểu nhất mà em từng biết đấy,6
lúc đấy là mình mình cũng lắng liền rồi chắc trào nước_mắt mất,5
chế sợ nó hơn sợ chó nhớ hồi nhỏ đang đánh răng nó rượt mà cầm ca bàn chảy miệng thì đầy kem vừa chạy vừa khóc như con chó,4
kiểu cá_tính nét đẹp mang nàn gió mới chứ không phải nét đẹp công_nghiệp đại_trà,4
khi bạn đặt quá nhiều niềm tin vào người khác,4
ngày trước nấu cơm đun rơm đốt được hơn 10p mới nhớ ra chưa cho nước hỏng cả nổi cơm huhu,5
tạm_biệt ông cám_ơn tất_cả những gì ông đã làm cho vn,2
và chúng_nó cũng ngáo hơn lũ con_trai,1
em cũng thắc_mắc tại răng khúc xương tư tao nhỉ xong nó lại tự to lên được nó nhờ lực gì rứa,6
ngu bỏ_mẹ làm_giàu cho bọn bán vàng thì có trước_mắt_thần_tài đến các tiệm vàng còn mấy thằng mua thần_tài chưa thấy đâu vì vài ngày sau vàng sẽ tụt giá chắc_chắn sẽ lỗ mẹ nó rồi lỗ <NUM> cái giá tụt giá mua vào và tiền công nếu là vàng thời_trang còn cái kiểu chơi_bời không lo làm_ăn chỉ có làm_biếng mà hàng tháng cứ cầm <NUM> cây nhang khấn_vái thần_tài mong tài_lộc tới thì có cái lol ý,1
bố mày nhắn_tin rồi cái con cặc gì mày cũng cho thằng em mày xem,0
có vẻ coi lòng tự_trọng nhân_cách và tinh_thần của người_ta rẻ_mạt ngồi_tù <NUM> năm đáp lại <NUM> lời xin_lỗi và 20tr,1
dễ_thương mà,2
nhổ tóc_sâu cho bố hình_như được 50đ để mua kẹo dồi,2
mấy đứa con_gái chơi với nhiều đứa con_trai nghĩ là bình_thường nhưng mấy đứa con_trai lại nghĩ con đó lẳng_lơ,1
ng nhật giỏi ở chỗ đó đây không phải là sự phiền_hà mà là một cơ_hội,2
ngu thế chờ cho mật_ong ngấm xuống đất rồi đào đất đấy lên chắt kiểu gì cũng được gần đầy,4
